Provider.ID,Hospital.Name,Measure.ID,Gastrointestinal,Eye,Nervous.System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Measure.Start.Date,Measure.End.Date,lat,lon
300001,CONCORD HOSPITAL,OP-26,323,1,26,439,3078,126,49,01/01/2013,12/31/2013,43.19636682200007,71.56237359399995
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,OP-26,6315,2943,3466,6716,17722,2152,1789,01/01/2013,12/31/2013,43.68386003400008,72.27225972799994
300005,LAKES REGION GENERAL HOSPITAL,OP-26,2296,0,21,208,49,238,87,01/01/2013,12/31/2013,43.527812674000074,71.46088802699995
300011,ST JOSEPH HOSPITAL,OP-26,5004,14,63,1173,121,245,183,01/01/2013,12/31/2013,42.74987807200006,71.48138236699998
300012,ELLIOT HOSPITAL,OP-26,5365,65,3648,3604,9253,558,417,01/01/2013,12/31/2013,42.982755833000056,71.43477375499998
300014,FRISBIE MEMORIAL HOSPITAL,OP-26,2507,525,0,1213,0,366,0,01/01/2013,12/31/2013,43.29814862400008,70.96113323699996
300017,PARKLAND MEDICAL CENTER,OP-26,2971,0,550,569,853,1069,163,01/01/2013,12/31/2013,42.87572298200007,71.31764464999998
300018,WENTWORTH-DOUGLASS HOSPITAL,OP-26,2931,454,3244,1047,577,449,129,01/01/2013,12/31/2013,43.21223662800003,70.87485304999996
300019,CHESHIRE MEDICAL CENTER,OP-26,2975,664,135,462,17,182,71,01/01/2013,12/31/2013,42.94920147700003,72.28984628299997
300020,SOUTHERN NH MEDICAL CENTER,OP-26,2569,31,101,629,284,579,250,01/01/2013,12/31/2013,42.75608461500008,71.46127868299999
300023,EXETER HOSPITAL INC,OP-26,3077,305,460,1967,1354,437,236,01/01/2013,12/31/2013,42.98183971000003,70.93615039799994
300029,PORTSMOUTH REGIONAL HOSPITAL,OP-26,4333,0,219,401,1523,364,327,01/01/2013,12/31/2013,43.06439368100007,70.78732925599996
300034,CATHOLIC MEDICAL CENTER,OP-26,1816,0,181,94,372,421,1026,01/01/2013,12/31/2013,42.99159726000005,71.47356883099997
301300,UPPER CONNECTICUT VALLEY HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,44.903514478000034,71.48253170999993
301303,WEEKS MEDICAL CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,44.486967063000066,71.55387962599997
301304,NEW LONDON HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,43.42088249100004,72.00157167599997
301306,FRANKLIN REGIONAL HOSPITAL,OP-26,475,39,89,89,9,22,0,01/01/2013,12/31/2013,43.44747605400005,71.64235768699996
301308,VALLEY REGIONAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,43.38560484100003,72.34215740299999
301309,MONADNOCK COMMUNITY HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,42.88114796800005,71.94641848799995
301311,SPEARE MEMORIAL HOSPITAL,OP-26,646,129,37,80,5,30,7,01/01/2013,12/31/2013,43.75788642600003,71.69491711399996
301312,HUGGINS HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,43.58071851300008,71.20113479899999
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,OP-26,4011,328,2251,3422,3789,1575,2515,01/01/2013,12/31/2013,40.88432937300007,74.05778420499996
310002,NEWARK BETH ISRAEL MEDICAL CENTER,OP-26,1792,28,306,942,2393,589,1635,01/01/2013,12/31/2013,40.70992869200006,74.21350068399994
310003,PALISADES MEDICAL CENTER,OP-26,1265,143,703,127,87,377,56,01/01/2013,12/31/2013,40.79342482800007,73.99749190599994
310005,HUNTERDON MEDICAL CENTER,OP-26,2650,32,574,571,73,203,383,01/01/2013,12/31/2013,40.53261207500003,74.86045215699994
310006,ST MARY'S GENERAL HOSPITAL,OP-26,3234,157,349,792,1360,229,471,01/01/2013,12/31/2013,40.85832318700005,74.13723244099998
310008,HOLY NAME MEDICAL CENTER,OP-26,3192,752,1273,965,1141,883,1836,01/01/2013,12/31/2013,40.882178182000075,74.00876928799994
310009,CLARA MAASS MEDICAL CENTER,OP-26,1955,852,221,1587,4475,742,323,01/01/2013,12/31/2013,40.784229604000075,74.17616127499997
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,OP-26,4053,32,1529,1152,302,542,418,01/01/2013,12/31/2013,40.33204621100003,74.57719765899998
310011,CAPE REGIONAL MEDICAL CENTER INC,OP-26,1082,0,1164,1029,1916,83,211,01/01/2013,12/31/2013,39.08738613700007,74.81855355399995
310012,VALLEY HOSPITAL,OP-26,5274,999,2161,993,585,1259,1400,01/01/2013,12/31/2013,40.98300975500007,74.10174690799994
310014,COOPER UNIVERSITY HOSPITAL,OP-26,3694,201,8,2200,2286,1515,770,01/01/2013,12/31/2013,39.94084938900005,75.11566790299997
310015,MORRISTOWN MEDICAL CENTER,OP-26,3065,46,2503,2515,3607,1025,1821,01/01/2013,12/31/2013,40.788068028000055,74.46562741299994
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,OP-26,641,283,51,172,880,201,122,01/01/2013,12/31/2013,40.73449252700004,74.05035283399997
310017,CHILTON MEDICAL CENTER,OP-26,1145,0,683,270,1621,190,181,01/01/2013,12/31/2013,40.958668954000075,74.30787399199994
310019,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,OP-26,2054,229,570,522,97,796,205,01/01/2013,12/31/2013,40.90145927300006,74.16578671399998
310021,ST FRANCIS MEDICAL CENTER,OP-26,1788,77,1160,692,1595,88,704,01/01/2013,12/31/2013,40.21726317900004,74.74197427299998
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,OP-26,2439,0,2770,806,378,961,495,01/01/2013,12/31/2013,39.783770694000054,74.91831557399996
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,OP-26,344,299,295,389,101,233,189,01/01/2013,12/31/2013,40.612047604000054,74.29029708499996
310025,BAYONNE MEDICAL CENTER,OP-26,1675,18,11,162,11,290,0,01/01/2013,12/31/2013,40.66917658400007,74.11554778699997
310027,TRINITAS REGIONAL MEDICAL CENTER,OP-26,2824,171,518,1174,845,318,527,01/01/2013,12/31/2013,40.65953942400006,74.21441777499996
310028,NEWTON MEDICAL CENTER,OP-26,874,0,53,371,1034,135,162,01/01/2013,12/31/2013,41.05561618400003,74.76507406599995
310029,OUR LADY OF LOURDES MEDICAL CENTER,OP-26,1989,212,14,99,139,149,596,01/01/2013,12/31/2013,39.92672441900004,75.09523519999993
310031,DEBORAH HEART AND LUNG CENTER,OP-26,0,0,0,0,0,0,2672,01/01/2013,12/31/2013,39.97642479600006,74.58564121499995
310032,INSPIRA HEALTH NETWORK,OP-26,3420,0,785,1835,1831,594,315,01/01/2013,12/31/2013,39.44750320600008,75.05916173599996
310034,RIVERVIEW MEDICAL CENTER,OP-26,1965,358,794,312,152,688,420,01/01/2013,12/31/2013,40.35323008200004,74.06422093099997
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,OP-26,3323,49,363,445,496,746,1014,01/01/2013,12/31/2013,40.49573818600004,74.45062853199994
310039,RARITAN BAY MEDICAL CENTER,OP-26,1559,117,1530,1255,897,537,214,01/01/2013,12/31/2013,40.51888786500007,74.28148145599994
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,OP-26,502,66,149,894,1329,104,46,01/01/2013,12/31/2013,40.74084817000005,74.03368748099996
310041,COMMUNITY MEDICAL CENTER,OP-26,1843,84,98,752,2654,650,936,01/01/2013,12/31/2013,39.965403181000056,74.21643466899997
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,OP-26,3379,385,238,1502,1998,801,794,01/01/2013,12/31/2013,40.29351946200006,74.80672615799995
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,OP-26,2067,796,645,1144,4723,651,1209,01/01/2013,12/31/2013,40.904826710000066,73.96704481599994
310047,SHORE MEDICAL CENTER,OP-26,1343,92,120,1799,2952,151,552,01/01/2013,12/31/2013,39.32004663500004,74.59895744599999
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,OP-26,2545,582,168,424,384,467,405,01/01/2013,12/31/2013,40.56838073200004,74.59578658299995
310050,SAINT CLARE'S HOSPITAL,OP-26,1604,557,120,526,157,526,127,01/01/2013,12/31/2013,40.89438776000003,74.46499107499994
310051,OVERLOOK MEDICAL CENTER,OP-26,4619,279,760,1705,5264,790,626,01/01/2013,12/31/2013,40.71234444400005,74.35404842799994
310052,OCEAN MEDICAL CENTER,OP-26,1405,31,377,920,1567,344,700,01/01/2013,12/31/2013,40.078334865000045,74.12976463999996
310054,HACKENSACKUMC MOUNTAINSIDE,OP-26,4735,140,606,464,63,1803,82,01/01/2013,12/31/2013,40.81286886500004,74.21633626199997
310057,VIRTUA MEMORIAL ,OP-26,1361,0,28,138,140,318,302,01/01/2013,12/31/2013,39.98627676700005,74.79550006799997
310058,BERGEN REGIONAL MEDICAL CENTER,OP-26,1021,35,154,107,68,30,72,01/01/2013,12/31/2013,40.95846946200004,74.06177799499994
310060,ST. LUKE'S WARREN HOSPITAL,OP-26,1794,1174,1386,388,1637,190,187,01/01/2013,12/31/2013,40.70133792200005,75.17941156099994
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,OP-26,1909,0,645,636,92,276,52,01/01/2013,12/31/2013,40.048536771000045,74.88292370599999
310064,ATLANTICARE REGIONAL MEDICAL CENTER,OP-26,1472,0,86,450,123,567,568,01/01/2013,12/31/2013,39.357907511000064,74.43368505899997
310069,INSPIRA MEDICAL CENTER ELMER,OP-26,891,48,203,751,412,110,14,01/01/2013,12/31/2013,39.58811615600007,75.17948991599997
310070,SAINT PETER'S UNIVERSITY HOSPITAL,OP-26,1802,0,186,1103,7640,832,620,01/01/2013,12/31/2013,40.50181456400003,74.45909023899998
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,OP-26,2039,135,89,217,260,421,757,01/01/2013,12/31/2013,40.207313949000024,74.04211076299998
310074,JERSEY CITY MEDICAL CENTER ,OP-26,1154,71,305,340,295,208,257,01/01/2013,12/31/2013,40.71673355900003,74.05067432099997
310075,MONMOUTH MEDICAL CENTER,OP-26,1960,0,1054,789,927,674,492,01/01/2013,12/31/2013,40.29546739400007,73.98364493499997
310076,SAINT BARNABAS MEDICAL CENTER,OP-26,1645,0,215,429,3472,1318,1168,01/01/2013,12/31/2013,40.76345355500007,74.30260595599998
310081,INSPIRA MEDICAL CENTER WOODBURY,OP-26,745,0,428,181,113,372,277,01/01/2013,12/31/2013,39.84383168900007,75.14886341799996
310083,EAST ORANGE GENERAL HOSPITAL,OP-26,938,332,247,404,787,48,62,01/01/2013,12/31/2013,40.754095145000065,74.21378326799999
310084,MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,OP-26,410,63,246,245,991,301,306,01/01/2013,12/31/2013,40.07389627600003,74.21742563099997
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,OP-26,2530,119,2196,983,146,958,600,01/01/2013,12/31/2013,39.82856165000004,75.00900521299997
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,OP-26,1108,590,0,66,0,203,0,01/01/2013,12/31/2013,39.59382073900008,75.44552610199997
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,OP-26,847,11,244,981,1499,323,1124,01/01/2013,12/31/2013,40.236124880000034,74.75269049399998
310096,SAINT MICHAEL'S MEDICAL CENTER, INC,OP-26,3748,466,0,357,400,207,1162,01/01/2013,12/31/2013,40.74300673700003,74.17434181399994
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,OP-26,2950,1140,944,6715,5261,876,970,01/01/2013,12/31/2013,40.55782386000004,74.34988725799997
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,OP-26,2221,206,95,597,309,774,408,01/01/2013,12/31/2013,40.21703824200006,74.67474615399993
310111,CENTRASTATE MEDICAL CENTER,OP-26,3018,100,481,1146,960,3018,354,01/01/2013,12/31/2013,40.236124880000034,74.31130663999994
310112,BAYSHORE COMMUNITY HOSPITAL,OP-26,2355,64,527,288,146,144,117,01/01/2013,12/31/2013,40.40424510200006,74.19334409399994
310113,SOUTHERN OCEAN MEDICAL CENTER,OP-26,1497,0,258,268,66,243,152,01/01/2013,12/31/2013,39.71985999300006,74.28582507999994
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,OP-26,916,161,193,405,1082,216,234,01/01/2013,12/31/2013,40.86044384300004,74.81518104099996
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,OP-26,1686,0,1458,299,113,58,5,01/01/2013,12/31/2013,40.791971800000056,74.07184404199995
310119,THE UNIVERSITY HOSPITAL,OP-26,2393,597,322,502,2523,208,420,01/01/2013,12/31/2013,40.74022252300006,74.19246416699997
310130,HACKENSACK UMC AT PASCACK VALLEY,OP-26,29,0,11,80,7,26,18,01/01/2013,12/31/2013,40.98381621200008,74.01477682199999
320001,UNIVERSITY OF NEW MEXICO HOSPITAL,OP-26,8407,1879,2070,6538,6936,2102,1222,01/01/2013,12/31/2013,35.08756841100006,106.61749081199997
320002,ST VINCENT HOSPITAL,OP-26,836,0,104,1932,3387,465,513,01/01/2013,12/31/2013,35.65753056600005,105.94601078899996
320003,ALTA VISTA REGIONAL HOSPITAL,OP-26,170,0,6,49,7,2,4,01/01/2013,12/31/2013,35.621838068000045,105.21071625999997
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,OP-26,1269,260,1157,343,848,113,99,01/01/2013,12/31/2013,32.92665975500006,105.93373139199997
320005,SAN JUAN REGIONAL MEDICAL CENTER,OP-26,811,0,16,142,965,0,510,01/01/2013,12/31/2013,36.72429369900004,108.21570107999997
320006,EASTERN NEW MEXICO MEDICAL CENTER,OP-26,916,0,110,241,152,385,121,01/01/2013,12/31/2013,33.42332778600007,104.52847071399998
320009,LOVELACE MEDICAL CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,35.08571825300004,106.64039387499997
320011,PRESBYTERIAN ESPANOLA HOSPITAL,OP-26,0,0,0,1,8,12,9,01/01/2013,12/31/2013,35.99708426600006,106.08632369499998
320013,HOLY CROSS HOSPITAL,OP-26,708,0,42,986,1016,69,14,01/01/2013,12/31/2013,36.36747180800006,105.57753976299995
320016,GILA REGIONAL MEDICAL CENTER,OP-26,199,209,77,0,74,60,0,01/01/2013,12/31/2013,32.79560734000006,108.26188196399994
320017,LOVELACE WOMEN'S HOSPITAL,OP-26,3095,0,154,681,197,185,8,01/01/2013,12/31/2013,35.131078573000025,106.59019095099995
320018,MEMORIAL MEDICAL CENTER INC,OP-26,988,208,556,391,82,587,431,01/01/2013,12/31/2013,32.29176779800002,106.73499997199997
320021,PRESBYTERIAN HOSPITAL,OP-26,653,0,939,4007,1240,187,754,01/01/2013,12/31/2013,35.08227367600006,106.63459413099997
320022,PLAINS REGIONAL MEDICAL CENTER,OP-26,26,0,0,149,68,121,177,01/01/2013,12/31/2013,34.419411887000024,103.23176000699999
320030,ARTESIA GENERAL HOSPITAL,OP-26,630,0,113,335,55,59,13,01/01/2013,12/31/2013,32.83552002500005,104.41273322399996
320033,LOS ALAMOS MEDICAL CENTER,OP-26,546,0,34,157,109,51,16,01/01/2013,12/31/2013,35.88215516100007,106.31973460199998
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,35.50740054500005,108.72721586199998
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,35.079839083000024,108.77695110999997
320063,CARLSBAD MEDICAL CENTER,OP-26,1190,205,28,83,64,129,92,01/01/2013,12/31/2013,32.441610223000055,104.25833950899994
320065,LEA REGIONAL MEDICAL CENTER,OP-26,21,0,27,17,18,12,0,01/01/2013,12/31/2013,32.76092338500007,103.18112039599998
320067,GUADALUPE COUNTY HOSPITAL,OP-26,0,0,0,0,0,0,0,01/01/2013,12/31/2013,34.929339610000056,104.69318049399999
320074,LOVELACE WESTSIDE HOSPITAL,OP-26,361,0,0,557,592,0,37,01/01/2013,12/31/2013,35.20723172500004,106.67577437799997
320084,ROOSEVELT GENERAL HOSPITAL,OP-26,587,0,1653,61,10,0,4,01/01/2013,12/31/2013,34.17013026600006,103.36207545699995
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,OP-26,540,0,135,855,1764,114,354,01/01/2013,12/31/2013,32.321900776000064,106.72904321399994
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,OP-26,2204,1207,302,246,21,13,175,01/01/2013,12/31/2013,33.41599652100007,104.52074942899998
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,OP-26,518,0,61,763,84,612,8,01/01/2013,12/31/2013,35.30723271100004,106.67700121299998
321305,NOR-LEA HOSPITAL DISTRICT,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,32.96248465900004,103.34821658399994
321307,MINERS' COLFAX MEDICAL CENTER,OP-26,222,112,0,0,103,17,0,01/01/2013,12/31/2013,36.862683996000044,104.44335984299994
321308,CIBOLA GENERAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,35.16119758100007,107.82725576499996
321309,MIMBRES MEMORIAL HOSPITAL,OP-26,337,308,0,9,254,0,0,01/01/2013,12/31/2013,32.26742054300007,107.75987865699994
330003,ALBANY MEMORIAL HOSPITAL,OP-26,2246,116,78,413,5731,239,108,01/01/2013,12/31/2013,42.674575591000064,73.74902192099995
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,OP-26,1220,159,197,727,1126,171,182,01/01/2013,12/31/2013,41.92650732300007,73.99579113799996
330005,KALEIDA HEALTH,OP-26,12648,12,1544,1210,364,1904,3094,01/01/2013,12/31/2013,42.87432710100006,78.84865596099996
330006,ST JOSEPH'S MEDICAL CENTER,OP-26,791,115,39,267,15,402,45,01/01/2013,12/31/2013,40.929615753000064,73.89700558699997
330008,WYOMING COUNTY COMMUNITY HOSPITAL,OP-26,905,471,14,38,50,28,16,01/01/2013,12/31/2013,42.75423283300006,78.13245404699995
330009,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,OP-26,6203,417,47,1527,3776,741,130,01/01/2013,12/31/2013,40.831642559000045,73.90378373899995
330011,LOURDES HOSPITAL,OP-26,6681,1531,44,1403,168,587,266,01/01/2013,12/31/2013,42.092692863000025,75.93587650699999
330013,ALBANY MEDICAL CENTER HOSPITAL,OP-26,7882,470,1889,379,308,489,2126,01/01/2013,12/31/2013,42.65322139300008,73.77398808799995
330014,JAMAICA HOSPITAL MEDICAL CENTER,OP-26,1629,258,259,114,85,279,66,01/01/2013,12/31/2013,40.70142312100006,73.81628594799997
330019,NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.,OP-26,227,820,896,494,34,267,53,01/01/2013,12/31/2013,40.613804834000064,73.94830675599997
330023,VASSAR BROTHERS MEDICAL CENTER,OP-26,793,1008,1368,711,732,633,961,01/01/2013,12/31/2013,41.69448931800008,73.93500054099997
330024,MOUNT SINAI HOSPITAL,OP-26,48781,3135,224,7514,5896,8851,4889,01/01/2013,12/31/2013,40.789277740000045,73.95472707699997
330027,NASSAU UNIVERSITY MEDICAL CENTER,OP-26,0,668,2,420,0,176,9,01/01/2013,12/31/2013,40.72533917800007,73.55429809299994
330028,RICHMOND UNIVERSITY MEDICAL CENTER,OP-26,4526,458,1336,931,1202,1084,200,01/01/2013,12/31/2013,40.63564760500003,74.10669158399998
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,OP-26,1383,174,189,516,28,514,38,01/01/2013,12/31/2013,43.05431388800008,77.10011835699999
330033,CHENANGO MEMORIAL HOSPITAL, INC,OP-26,368,610,51,105,21,15,0,01/01/2013,12/31/2013,42.54177280700003,75.52474696399997
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,OP-26,1908,7,2229,660,59,318,111,01/01/2013,12/31/2013,40.72507723200005,73.23991615999995
330044,FAXTON-ST LUKE'S HEALTHCARE,OP-26,4721,1281,192,803,2062,563,594,01/01/2013,12/31/2013,43.09836000100006,75.27549493799995
330045,NS/LIJ HS HUNTINGTON HOSPITAL,OP-26,2246,352,146,728,38,501,250,01/01/2013,12/31/2013,40.87967427400008,73.41749431099998
330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,OP-26,3742,0,1754,1694,79,1436,746,01/01/2013,12/31/2013,40.80584429900006,73.96172233799996
330047,ST MARY'S HEALTHCARE,OP-26,2142,167,13,307,15,749,54,01/01/2013,12/31/2013,42.95352573400004,74.21554164999998
330049,NORTHERN DUTCHESS HOSPITAL,OP-26,711,205,105,510,102,396,22,01/01/2013,12/31/2013,41.93414478100004,73.91238661899996
330053,MEDINA MEMORIAL HOSPITAL,OP-26,531,280,46,13,43,144,4,01/01/2013,12/31/2013,43.22364939900007,78.39708824099995
330055,NEW YORK HOSPITAL QUEENS,OP-26,3558,1012,470,2000,457,1233,669,01/01/2013,12/31/2013,40.74722408800005,73.82613492499996
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,OP-26,3414,0,247,274,71,761,173,01/01/2013,12/31/2013,40.68986978700008,73.97800735899995
330057,ST PETERS HOSPITAL,OP-26,6307,0,9,952,1582,1039,696,01/01/2013,12/31/2013,42.65777071300005,73.80378411399994
330058,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL,OP-26,2710,511,354,1086,1690,47,147,01/01/2013,12/31/2013,42.86318571500004,76.98898855099998
330059,MONTEFIORE MEDICAL CENTER,OP-26,11594,3032,4057,31435,13844,3653,1080,01/01/2013,12/31/2013,40.879848268000046,73.88018500799996
330061,LAWRENCE HOSPITAL CENTER,OP-26,1459,197,46,544,42,124,105,01/01/2013,12/31/2013,40.94160369600007,73.83662092099996
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,OP-26,1875,8,78,158,34,141,76,01/01/2013,12/31/2013,43.093490006000025,79.05041111499997
330073,UNITED MEMORIAL MEDICAL CENTER,OP-26,2593,683,934,1228,999,362,72,01/01/2013,12/31/2013,42.999397292000026,78.18794936899997
330074,F F THOMPSON HOSPITAL,OP-26,200,1184,34,949,15,195,44,01/01/2013,12/31/2013,42.87562572200005,77.28821057699997
330078,SISTERS OF CHARITY HOSPITAL,OP-26,4502,173,275,1141,187,1140,397,01/01/2013,12/31/2013,42.92941654200007,78.84964922799998
330079,ADIRONDACK MEDICAL CENTER,OP-26,2071,150,277,384,49,521,126,01/01/2013,12/31/2013,44.34492100600005,74.14459220199996
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,OP-26,2179,215,290,161,172,1318,206,01/01/2013,12/31/2013,40.81772106900007,73.92407410399994
330084,ALICE HYDE MEDICAL CENTER,OP-26,1415,226,0,856,0,213,0,01/01/2013,12/31/2013,44.856826701000045,74.29199423699998
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,OP-26,NA,NA,NA,NA,NA,NA,NA,01/01/2013,12/31/2013,42.45760420000005,75.05160432399998
330086,MONTEFIORE MOUNT VERNON HOSPITAL,OP-26,467,199,8,122,10,52,20,01/01/2013,12/31/2013,40.91027772700005,73.83965349499994
330088,EASTERN LONG ISLAND HOSPITAL,OP-26,411,297,3164,83,6,38,12,01/01/2013,12/31/2013,41.11080472200007,72.36180943299996
330090,ARNOT OGDEN MEDICAL CENTER,OP-26,299,6,160,486,48,283,237,01/01/2013,12/31/2013,42.099266631000035,76.82677701999995
330094,COLUMBIA MEMORIAL HOSPITAL,OP-26,2267,421,2969,494,1161,336,162,01/01/2013,12/31/2013,42.245796548000044,73.77788773299994
330096,JONES MEMORIAL HOSPITAL,OP-26,419,781,396,1121,46,110,50,01/01/2013,12/31/2013,42.12292412900007,77.94995565299996
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,OP-26,0,14566,0,0,78,0,0,01/01/2013,12/31/2013,40.732190573000025,73.98463193499998
330101,NEW YORK-PRESBYTERIAN HOSPITAL,OP-26,20365,3918,3062,2736,2784,4135,4348,01/01/2013,12/31/2013,40.764190014000064,73.95529348899998
330102,KENMORE MERCY HOSPITAL,OP-26,3987,0,528,375,126,61,459,01/01/2013,12/31/2013,42.97722010500007,78.87870862299997
330103,OLEAN GENERAL HOSPITAL,OP-26,4322,702,0,723,36,277,102,01/01/2013,12/31/2013,42.08982368200003,78.42681250199996
330104,NYACK HOSPITAL,OP-26,914,180,60,763,22,238,114,01/01/2013,12/31/2013,41.09537451600005,73.92524268399995
330106,NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET,OP-26,6380,2912,5665,2658,1157,4929,207,01/01/2013,12/31/2013,40.778836940000076,73.70293525799997
330107,PECONIC BAY MEDICAL CENTER,OP-26,988,908,649,562,189,164,173,01/01/2013,12/31/2013,40.93387069700003,72.67451567199998
330108,ST JOSEPH'S HOSPITAL, INC,OP-26,928,0,61,231,2,186,1,01/01/2013,12/31/2013,42.08793679900003,76.80412594699999
330111,BERTRAND CHAFFEE HOSPITAL,OP-26,777,26,12,71,14,117,0,01/01/2013,12/31/2013,42.50888207500003,78.67554174999998
330115,ONEIDA HEALTHCARE CENTER,OP-26,12352,0,660,935,2539,309,889,01/01/2013,12/31/2013,43.07867160500007,75.65391429899995
330119,LENOX HILL HOSPITAL,OP-26,3216,3129,24,4027,1746,1433,392,01/01/2013,12/31/2013,40.77421633300003,73.96128368499996
330125,ROCHESTER GENERAL HOSPITAL,OP-26,6693,273,458,850,370,1472,2202,01/01/2013,12/31/2013,43.19192708000003,77.58441844499998
330126,ORANGE REGIONAL MEDICAL CENTER,OP-26,4058,909,204,217,842,800,887,01/01/2013,12/31/2013,41.43999048500007,74.36939473199999
330127,JACOBI MEDICAL CENTER,OP-26,1537,109,52,840,2446,617,180,01/01/2013,12/31/2013,40.85739375300005,73.84647269899995
330128,ELMHURST HOSPITAL CENTER,OP-26,1212,704,165,289,900,471,195,01/01/2013,12/31/2013,40.744366429000024,73.88596946299998
330132,TLC HEALTH NETWORK LAKE SHORE,OP-26,1035,433,32,98,4,2,6,01/01/2013,12/31/2013,42.463309329000026,78.94291722299994
330135,BON SECOURS COMMUNITY HOSPITAL,OP-26,784,0,58,520,117,76,29,01/01/2013,12/31/2013,41.36811386000005,74.68246467799997
330136,BASSETT HEALTHCARE,OP-26,7303,4441,4970,10055,13680,1697,616,01/01/2013,12/31/2013,42.69583177900006,74.92267689199997
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,OP-26,4890,0,2495,2037,5440,1037,806,01/01/2013,12/31/2013,43.055715847000045,76.14918691599996
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,OP-26,2122,667,571,1098,2961,197,114,01/01/2013,12/31/2013,40.78030264200004,72.97817419399996
330144,IRA DAVENPORT MEMORIAL HOSPITAL, INC,OP-26,223,4,46,30,9,7,3,01/01/2013,12/31/2013,42.37288258400008,77.27875672399995
330151,ST JAMES MERCY HOSPITAL,OP-26,367,199,15,11,18,68,21,01/01/2013,12/31/2013,42.314246697000044,77.66012335999994
330153,ELLIS HOSPITAL,OP-26,5236,1649,1037,1931,1712,918,371,01/01/2013,12/31/2013,42.81970663800007,73.91833244999998
330157,SAMARITAN MEDICAL CENTER,OP-26,2609,660,1524,652,522,499,157,01/01/2013,12/31/2013,43.964816651000035,75.91280782499996
